"Plant_Community","Sampling_Frame","Decimal_Latitude","Decimal_Longitude","GeodeticDatum","Date","Species_Code","Scientific_Name","Vernacular_Name","Life_Form"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"ANDVIR","Andropogon virginicus","broomsedge","Grass"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"RUBROS1","Rubus rosifolius","thimbleberry","Shrub"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"ASTSP.","Aster spp.","Aster spp.","Herb"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"PITAUS","Pityrogramma austroamericana","gold fern","Fern"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"ANDVIR","Andropogon virginicus","broomsedge","Grass"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"PITAUS","Pityrogramma austroamericana","gold fern","Fern"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"ANDVIR","Andropogon virginicus","broomsedge","Grass"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"PITAUS","Pityrogramma austroamericana","gold fern","Fern"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"ANDVIR","Andropogon virginicus","broomsedge","Grass"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"PITAUS","Pityrogramma austroamericana","gold fern","Fern"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"ASTSP.","Aster spp.","Aster spp.","Herb"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"PITAUS","Pityrogramma austroamericana","gold fern","Fern"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"PITAUS","Pityrogramma austroamericana","gold fern","Fern"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"PITAUS","Pityrogramma austroamericana","gold fern","Fern"
"Wet Forest","Nahuku / East Rift",19.373801,-155.125751,"EPSG: 4326",2015-06-24,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ARUGRA","Arundina graminifolia","bamboo orchid","Herb"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDVIR","Andropogon virginicus","broomsedge","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDVIR","Andropogon virginicus","broomsedge","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"SETPAR","Setaria parviflora","foxtail","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"CYPSPP","Cyperus spp.","umbrella sedge","Sedge"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASSP.","Paspalum spp.","Paspalum spp.","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASSP.","Paspalum spp.","Paspalum spp.","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"CYPSPP","Cyperus spp.","umbrella sedge","Sedge"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ARUGRA","Arundina graminifolia","bamboo orchid","Herb"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDVIR","Andropogon virginicus","broomsedge","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDVIR","Andropogon virginicus","broomsedge","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDVIR","Andropogon virginicus","broomsedge","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDVIR","Andropogon virginicus","broomsedge","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDVIR","Andropogon virginicus","broomsedge","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDVIR","Andropogon virginicus","broomsedge","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASSP.","Paspalum spp.","Paspalum spp.","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDVIR","Andropogon virginicus","broomsedge","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"CYPSPP","Cyperus spp.","umbrella sedge","Sedge"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDVIR","Andropogon virginicus","broomsedge","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PSICAT","Psidium cattleianum","strawberry guava","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"CYPSPP","Cyperus spp.","umbrella sedge","Sedge"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDVIR","Andropogon virginicus","broomsedge","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"SETPAR","Setaria parviflora","foxtail","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"SETPAR","Setaria parviflora","foxtail","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PSICAT","Psidium cattleianum","strawberry guava","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PSICAT","Psidium cattleianum","strawberry guava","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ARUGRA","Arundina graminifolia","bamboo orchid","Herb"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PSIGUA","Psidium guajava","common guava","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PSIGUA","Psidium guajava","common guava","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PLUCAR","Pluchea carolinensis","sourbush","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PSICAT","Psidium cattleianum","strawberry guava","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"ANDGLO1","Andropogon glomeratus var. pumilus","bushy bluestem","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PSICAT","Psidium cattleianum","strawberry guava","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PLUCAR","Pluchea carolinensis","sourbush","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PSICAT","Psidium cattleianum","strawberry guava","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PSICAT","Psidium cattleianum","strawberry guava","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"MORFAY","Morella faya","fire tree","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PSICAT","Psidium cattleianum","strawberry guava","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PSICAT","Psidium cattleianum","strawberry guava","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PSICAT","Psidium cattleianum","strawberry guava","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PSICAT","Psidium cattleianum","strawberry guava","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PSICAT","Psidium cattleianum","strawberry guava","Tree"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"TIBHER","Tibouchina herbacea","cane tibouchina","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"PASCON","Paspalum conjugatum","Hilo grass","Grass"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"LANCAM","Lantana camara","lantana","Shrub"
"Wet Forest","Nahuku / East Rift",19.342702,-155.148871,"EPSG: 4326",2015-05-06,"NEPBRO","Nephrolepis brownii","sword fern","Fern"
