"samplingProtocol","year","custom_cycle","custom_unitCode","custom_plantCommunity","custom_samplingFrame","custom_transectType","custom_transectNumber","decimalLatitude","decimalLongitude","geodeticDatum","Date","recordedBy","eventRemarks","custom_segment","occurrenceRemarks","custom_coverClass","custom_dead","custom_cf","identificationQualifier","custom_speciesCode","scientificName","vernacularName","custom_lifeForm","establishmentMeans","custom_certified","custom_certifiedBy","custom_certifiedDate","eventID","locationID"
"Established Invasive Plant Species",2010,1,"HAVO","Wet Forest","Nahuku / East Rift","Fixed","1",19.386043,-155.229628,"EPSG: 4326","2010-11-15","Adam Mehlhorn | Bret Callaway | Daemerson Awong",NA,"0 - 20",NA,"2",0,0,NA,"MORFAY","Morella faya","fire tree","Tree","Non-Native",1,"Alison Ainsworth","2012-09-18","20110104121500-709037899.971008","20110104121020-533424019.813538"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"0 - 20",NA,"1",0,0,NA,"VERPLE","Veronica plebeia","common speedwell","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"0 - 20",NA,"3",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"0 - 20",NA,"4",0,0,NA,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"0 - 20",NA,"1",0,0,NA,"MARVUL","Marrubium vulgare","Common horehound","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"0 - 20",NA,"1",0,0,NA,"GERHOM","Geranium homeanum","Australasian geranium","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"20 - 40",NA,"1",0,0,NA,"POLFUG","Polypogon fugax","Ditch polypogon","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"20 - 40",NA,"1",0,0,NA,"MARVUL","Marrubium vulgare","Common horehound","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"20 - 40",NA,"2",0,0,NA,"DYSAMB","Dysphania ambrosioides","Mexican tea","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"20 - 40",NA,"1",0,0,NA,"OXACOR","Oxalis corniculata","yellow wood sorrel","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"20 - 40",NA,"2",0,0,NA,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"20 - 40",NA,"1",0,0,NA,"SENSYL","Senecio sylvaticus","wood groundsel","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"20 - 40",NA,"2",0,0,NA,"CENCLA","Cenchrus clandestinus","kikuyu grass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"20 - 40",NA,"1",0,0,NA,"FESBRO","Festuca bromoides","brome fescue","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"20 - 40",NA,"1",0,0,NA,"GERHOM","Geranium homeanum","Australasian geranium","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"20 - 40",NA,"1",0,0,NA,"RUMACE","Rumex acetosella","sheep sorrel","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"20 - 40",NA,"1",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"40 - 60",NA,"1",0,0,NA,"VERPLE","Veronica plebeia","common speedwell","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"40 - 60",NA,"1",0,0,NA,"POLFUG","Polypogon fugax","Ditch polypogon","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"40 - 60",NA,"2",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"40 - 60",NA,"4",0,0,NA,"CENCLA","Cenchrus clandestinus","kikuyu grass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"40 - 60",NA,"2",0,0,NA,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"40 - 60",NA,"1",0,0,NA,"DYSAMB","Dysphania ambrosioides","Mexican tea","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"40 - 60",NA,"1",0,0,NA,"MARVUL","Marrubium vulgare","Common horehound","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"40 - 60",NA,"1",0,0,NA,"GERHOM","Geranium homeanum","Australasian geranium","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"40 - 60",NA,"1",0,0,NA,"RUMACE","Rumex acetosella","sheep sorrel","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"60 - 80",NA,"1",0,0,NA,"MARVUL","Marrubium vulgare","Common horehound","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"60 - 80",NA,"1",0,0,NA,"POLFUG","Polypogon fugax","Ditch polypogon","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"60 - 80",NA,"2",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"60 - 80",NA,"1",0,0,NA,"RUMACE","Rumex acetosella","sheep sorrel","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"60 - 80",NA,"2",0,0,NA,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"60 - 80",NA,"1",0,0,NA,"VERTHA","Verbascum thapsus","common mullein","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"60 - 80",NA,"3",0,0,NA,"CENCLA","Cenchrus clandestinus","kikuyu grass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"80 - 100",NA,"1",0,0,NA,"RUMACE","Rumex acetosella","sheep sorrel","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"80 - 100",NA,"1",0,0,NA,"GERHOM","Geranium homeanum","Australasian geranium","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"80 - 100",NA,"1",0,0,NA,"VERPLE","Veronica plebeia","common speedwell","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"80 - 100",NA,"2",0,0,NA,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"80 - 100",NA,"1",0,0,NA,"OXACOR","Oxalis corniculata","yellow wood sorrel","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"80 - 100",NA,"1",0,0,NA,"EUCSP.","Euchiton spp.",NA,"Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"80 - 100",NA,"2",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"80 - 100",NA,"3",0,0,NA,"CENCLA","Cenchrus clandestinus","kikuyu grass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"100 - 120",NA,"2",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"100 - 120",NA,"2",0,0,NA,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"100 - 120",NA,"1",0,0,NA,"RUMACE","Rumex acetosella","sheep sorrel","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"100 - 120",NA,"1",0,0,NA,"SENSYL","Senecio sylvaticus","wood groundsel","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"120 - 140",NA,"1",0,0,NA,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"120 - 140",NA,"1",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"120 - 140",NA,"1",0,0,NA,"SENSYL","Senecio sylvaticus","wood groundsel","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"120 - 140",NA,"1",0,0,NA,"EUCSP.","Euchiton spp.",NA,"Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"140 - 160",NA,"1",0,0,NA,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"140 - 160",NA,"1",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"160 - 180",NA,"1",0,0,NA,"SENSYL","Senecio sylvaticus","wood groundsel","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"160 - 180",NA,"2",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"160 - 180",NA,"1",0,0,NA,"EUCSP.","Euchiton spp.",NA,"Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"180 - 200",NA,"1",0,0,NA,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"180 - 200",NA,"1",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"200 - 220",NA,"1",0,0,NA,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"200 - 220",NA,"1",0,0,NA,"ERABRO","Eragrostis brownei","sheepgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"200 - 220",NA,"1",0,0,NA,"RUMACE","Rumex acetosella","sheep sorrel","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"200 - 220",NA,"2",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"220 - 240",NA,"2",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"220 - 240",NA,"1",0,0,NA,"ERABRO","Eragrostis brownei","sheepgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"240 - 260",NA,"1",0,0,NA,"EUCSP.","Euchiton spp.",NA,"Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"240 - 260",NA,"1",0,0,NA,"EHRSTI","Ehrharta stipoides","meadow ricegrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"240 - 260",NA,"1",0,0,NA,"SENMAD","Senecio madagascariensis","fireweed","Herb","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
"Established Invasive Plant Species",2016,2,"HAVO","Subalpine Shrubland","Mauna Loa","Rotational","26",19.384911,-155.743432,"EPSG: 4326","2016-04-05","Jake Gross | Kathryn Akamine | Mark Wasser",NA,"240 - 260",NA,"1",0,0,NA,"ERABRO","Eragrostis brownei","sheepgrass","Grass","Non-Native",1,"Alison Ainsworth","2017-07-06","20160426140251-705547511.577606","20160426114854-483488321.304321"
